Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-07-20 00:00:00+05:30,2201.0,2226.89990234375,2190.800048828125,2207.89990234375,2055.264892578125,2952646,0.0,0.0
2020-07-21 00:00:00+05:30,2230.0,2238.64990234375,2201.14990234375,2225.050048828125,2071.2294921875,2665286,0.0,0.0
2020-07-22 00:00:00+05:30,2231.0,2231.0,2184.199951171875,2190.949951171875,2039.48681640625,2861534,0.0,0.0
2020-07-23 00:00:00+05:30,2190.949951171875,2190.949951171875,2163.0,2171.199951171875,2021.1016845703125,2265766,0.0,0.0
2020-07-24 00:00:00+05:30,2154.5,2163.0,2125.10009765625,2157.39990234375,2008.2559814453125,3665100,0.0,0.0
2020-07-27 00:00:00+05:30,2165.0,2215.0,2163.5,2206.800048828125,2054.240478515625,4248480,0.0,0.0
2020-07-28 00:00:00+05:30,2215.0,2320.0,2215.0,2309.75,2150.07373046875,8092319,0.0,0.0
2020-07-29 00:00:00+05:30,2292.0,2342.0,2246.050048828125,2276.050048828125,2118.703857421875,6090431,0.0,0.0
2020-07-30 00:00:00+05:30,2285.89990234375,2358.0,2272.25,2279.5,2121.914794921875,7098496,0.0,0.0
2020-07-31 00:00:00+05:30,2303.14990234375,2334.800048828125,2257.449951171875,2281.39990234375,2123.68359375,4723290,0.0,0.0
2020-08-03 00:00:00+05:30,2290.449951171875,2303.85009765625,2230.699951171875,2254.14990234375,2098.316650390625,4012337,0.0,0.0
2020-08-04 00:00:00+05:30,2259.949951171875,2269.64990234375,2225.050048828125,2249.699951171875,2094.17529296875,2927928,0.0,0.0
2020-08-05 00:00:00+05:30,2260.0,2300.0,2253.0,2259.5,2103.297119140625,3800641,0.0,0.0
2020-08-06 00:00:00+05:30,2275.0,2319.5,2265.35009765625,2308.10009765625,2148.5380859375,4748047,0.0,0.0
2020-08-07 00:00:00+05:30,2308.0,2328.0,2287.0,2295.35009765625,2136.66943359375,3165491,0.0,0.0
2020-08-10 00:00:00+05:30,2318.0,2325.0,2276.050048828125,2282.800048828125,2124.9873046875,2929353,0.0,0.0
2020-08-11 00:00:00+05:30,2283.0,2312.0,2275.60009765625,2279.89990234375,2122.287109375,2774423,0.0,0.0
2020-08-12 00:00:00+05:30,2288.35009765625,2296.39990234375,2246.550048828125,2257.35009765625,2101.29638671875,3415751,0.0,0.0
2020-08-13 00:00:00+05:30,2273.0,2300.0,2250.5,2254.449951171875,2098.597412109375,2695682,0.0,0.0
2020-08-14 00:00:00+05:30,2277.0,2281.300048828125,2233.10009765625,2242.14990234375,2087.146728515625,2270405,0.0,0.0
2020-08-17 00:00:00+05:30,2263.0,2270.0,2238.25,2253.39990234375,2097.619384765625,2625630,0.0,0.0
2020-08-18 00:00:00+05:30,2262.800048828125,2289.0,2248.300048828125,2269.75,2112.83935546875,3493374,0.0,0.0
2020-08-19 00:00:00+05:30,2276.35009765625,2284.60009765625,2252.5,2256.60009765625,2100.598388671875,2843005,0.0,0.0
2020-08-20 00:00:00+05:30,2257.0,2276.550048828125,2240.050048828125,2252.85009765625,2097.10693359375,2895164,0.0,0.0
2020-08-21 00:00:00+05:30,2260.0,2271.0,2241.050048828125,2248.60009765625,2093.151123046875,1975294,0.0,0.0
2020-08-24 00:00:00+05:30,2250.60009765625,2259.949951171875,2230.0,2248.10009765625,2092.685791015625,2167966,0.0,0.0
2020-08-25 00:00:00+05:30,2245.0,2250.0,2233.550048828125,2242.64990234375,2087.61279296875,1663419,0.0,0.0
2020-08-26 00:00:00+05:30,2242.0,2259.89990234375,2216.449951171875,2253.5,2097.712646484375,2618149,0.0,0.0
2020-08-27 00:00:00+05:30,2266.0,2287.35009765625,2241.75,2248.39990234375,2092.96533203125,3579393,0.0,0.0
2020-08-28 00:00:00+05:30,2268.39990234375,2279.949951171875,2235.10009765625,2238.550048828125,2083.796142578125,2941136,0.0,0.0
2020-08-31 00:00:00+05:30,2240.0,2276.199951171875,2228.0,2257.25,2101.203125,6018154,0.0,0.0
2020-09-01 00:00:00+05:30,2269.0,2278.0,2241.300048828125,2246.35009765625,2091.056640625,3610908,0.0,0.0
2020-09-02 00:00:00+05:30,2247.0,2268.75,2241.64990234375,2265.14990234375,2108.55712890625,2084137,0.0,0.0
2020-09-03 00:00:00+05:30,2268.0,2324.0,2268.0,2299.5,2140.53271484375,4654146,0.0,0.0
2020-09-04 00:00:00+05:30,2275.0,2324.25,2262.949951171875,2288.800048828125,2130.572265625,5231303,0.0,0.0
2020-09-07 00:00:00+05:30,2289.0,2343.5,2283.35009765625,2327.050048828125,2166.177978515625,4620401,0.0,0.0
2020-09-08 00:00:00+05:30,2335.949951171875,2390.449951171875,2327.050048828125,2348.199951171875,2185.86572265625,7453998,0.0,0.0
2020-09-09 00:00:00+05:30,2325.0,2359.0,2320.0,2327.64990234375,2166.736328125,3866535,0.0,0.0
2020-09-10 00:00:00+05:30,2335.0,2348.5,2324.300048828125,2331.14990234375,2169.994384765625,2308813,0.0,0.0
2020-09-11 00:00:00+05:30,2330.949951171875,2383.0,2330.14990234375,2374.10009765625,2209.9755859375,4145424,0.0,0.0
2020-09-14 00:00:00+05:30,2384.10009765625,2505.75,2381.85009765625,2491.39990234375,2319.166259765625,7512131,0.0,0.0
2020-09-15 00:00:00+05:30,2491.39990234375,2538.0,2464.60009765625,2491.39990234375,2319.166259765625,7318770,0.0,0.0
2020-09-16 00:00:00+05:30,2488.949951171875,2507.60009765625,2477.300048828125,2503.0,2329.964111328125,3074003,0.0,0.0
2020-09-17 00:00:00+05:30,2480.0,2495.75,2450.60009765625,2460.949951171875,2290.821044921875,4828176,0.0,0.0
2020-09-18 00:00:00+05:30,2485.0,2500.39990234375,2436.39990234375,2449.89990234375,2280.53515625,4183256,0.0,0.0
2020-09-21 00:00:00+05:30,2465.0,2504.89990234375,2452.14990234375,2465.300048828125,2294.870361328125,4598809,0.0,0.0
2020-09-22 00:00:00+05:30,2485.0,2555.0,2458.0,2522.949951171875,2348.534912109375,7499613,0.0,0.0
2020-09-23 00:00:00+05:30,2510.0,2519.85009765625,2409.0,2467.449951171875,2296.871337890625,7502280,0.0,0.0
2020-09-24 00:00:00+05:30,2450.0,2450.0,2302.60009765625,2332.25,2171.017822265625,8424708,0.0,0.0
2020-09-25 00:00:00+05:30,2368.0,2440.0,2352.10009765625,2422.300048828125,2254.84326171875,8228267,0.0,0.0
2020-09-28 00:00:00+05:30,2440.0,2444.0,2366.0,2426.300048828125,2258.566650390625,4347166,0.0,0.0
2020-09-29 00:00:00+05:30,2434.85009765625,2511.050048828125,2426.300048828125,2488.39990234375,2316.373046875,6995811,0.0,0.0
2020-09-30 00:00:00+05:30,2489.0,2505.0,2460.0,2492.300048828125,2320.00341796875,3917166,0.0,0.0
2020-10-01 00:00:00+05:30,2510.0,2540.0,2492.300048828125,2523.449951171875,2349.0,2610337,0.0,0.0
2020-10-05 00:00:00+05:30,2620.0,2728.10009765625,2603.050048828125,2705.800048828125,2518.744873046875,17412105,0.0,0.0
2020-10-06 00:00:00+05:30,2736.0,2736.0,2650.10009765625,2714.300048828125,2526.657470703125,9846367,0.0,0.0
2020-10-07 00:00:00+05:30,2742.0,2770.0,2703.0,2735.949951171875,2546.809814453125,9656101,0.0,0.0
2020-10-08 00:00:00+05:30,2800.0,2885.0,2800.0,2825.699951171875,2630.35546875,19839329,0.0,0.0
2020-10-09 00:00:00+05:30,2810.0,2829.85009765625,2780.0,2812.949951171875,2618.487548828125,7739245,0.0,0.0
2020-10-12 00:00:00+05:30,2815.5,2854.0,2800.75,2830.0,2634.3583984375,4623203,0.0,0.0
2020-10-13 00:00:00+05:30,2845.0,2854.89990234375,2812.199951171875,2826.550048828125,2631.146484375,4209878,0.0,0.0
2020-10-14 00:00:00+05:30,2842.0,2842.0,2787.550048828125,2809.60009765625,2626.51904296875,4395936,12.0,0.0
2020-10-15 00:00:00+05:30,2811.0,2827.75,2727.0,2740.60009765625,2562.01513671875,6629355,0.0,0.0
2020-10-16 00:00:00+05:30,2750.10009765625,2771.64990234375,2731.300048828125,2763.300048828125,2583.236328125,5273773,0.0,0.0
2020-10-19 00:00:00+05:30,2774.0,2774.0,2706.60009765625,2711.550048828125,2534.858154296875,3331194,0.0,0.0
2020-10-20 00:00:00+05:30,2725.0,2759.89990234375,2717.949951171875,2739.0,2560.519775390625,3406273,0.0,0.0
2020-10-21 00:00:00+05:30,2739.0,2749.0,2663.050048828125,2675.39990234375,2501.064208984375,4570143,0.0,0.0
2020-10-22 00:00:00+05:30,2661.0,2686.64990234375,2638.10009765625,2671.14990234375,2497.091064453125,5262294,0.0,0.0
2020-10-23 00:00:00+05:30,2687.800048828125,2702.0,2670.10009765625,2686.800048828125,2511.720947265625,3499091,0.0,0.0
2020-10-26 00:00:00+05:30,2689.949951171875,2709.949951171875,2670.5,2688.199951171875,2513.030029296875,2672752,0.0,0.0
2020-10-27 00:00:00+05:30,2699.75,2718.14990234375,2624.10009765625,2630.14990234375,2458.762451171875,3537502,0.0,0.0
2020-10-28 00:00:00+05:30,2650.0,2655.949951171875,2606.0,2622.199951171875,2451.330810546875,3569445,0.0,0.0
2020-10-29 00:00:00+05:30,2608.0,2655.0,2600.25,2632.64990234375,2461.099853515625,3105968,0.0,0.0
2020-10-30 00:00:00+05:30,2636.10009765625,2674.35009765625,2621.60009765625,2664.85009765625,2491.201171875,3427003,0.0,0.0
2020-11-02 00:00:00+05:30,2660.0,2664.85009765625,2600.050048828125,2604.60009765625,2434.8779296875,2571196,0.0,0.0
2020-11-03 00:00:00+05:30,2604.0,2665.0,2601.050048828125,2633.60009765625,2461.98779296875,2879269,0.0,0.0
2020-11-04 00:00:00+05:30,2610.0,2721.85009765625,2610.0,2653.14990234375,2480.263916015625,4893928,0.0,0.0
2020-11-05 00:00:00+05:30,2685.0,2710.0,2667.0,2685.699951171875,2510.693115234375,2816502,0.0,0.0
2020-11-06 00:00:00+05:30,2699.0,2713.25,2681.300048828125,2707.449951171875,2531.025390625,3884421,0.0,0.0
2020-11-09 00:00:00+05:30,2731.10009765625,2744.0,2695.10009765625,2726.60009765625,2548.92822265625,3646592,0.0,0.0
2020-11-10 00:00:00+05:30,2697.199951171875,2713.14990234375,2638.35009765625,2649.60009765625,2476.945556640625,4760020,0.0,0.0
2020-11-11 00:00:00+05:30,2667.949951171875,2692.800048828125,2643.39990234375,2687.800048828125,2512.65625,3242441,0.0,0.0
2020-11-12 00:00:00+05:30,2686.0,2713.0,2661.75,2671.050048828125,2496.997314453125,2437505,0.0,0.0
2020-11-13 00:00:00+05:30,2655.75,2664.89990234375,2636.0,2656.85009765625,2483.72265625,2548093,0.0,0.0
2020-11-14 00:00:00+05:30,2677.949951171875,2689.0,2660.050048828125,2670.35009765625,2496.34375,298819,0.0,0.0
2020-11-17 00:00:00+05:30,2695.0,2695.0,2650.050048828125,2666.050048828125,2492.323486328125,2827273,0.0,0.0
2020-11-18 00:00:00+05:30,2661.0,2664.199951171875,2607.050048828125,2626.64990234375,2455.49072265625,2893762,0.0,0.0
2020-11-19 00:00:00+05:30,2637.0,2676.14990234375,2630.85009765625,2636.89990234375,2465.07275390625,4167501,0.0,0.0
2020-11-20 00:00:00+05:30,2655.0,2676.0,2627.550048828125,2660.25,2486.9013671875,2711471,0.0,0.0
2020-11-23 00:00:00+05:30,2690.0,2730.0,2665.0,2724.25,2546.730712890625,3706418,0.0,0.0
2020-11-24 00:00:00+05:30,2734.39990234375,2743.0,2705.0,2722.050048828125,2544.67431640625,3120516,0.0,0.0
2020-11-25 00:00:00+05:30,2729.0,2732.949951171875,2688.199951171875,2701.300048828125,2525.277099609375,3302249,0.0,0.0
2020-11-26 00:00:00+05:30,2686.0,2730.949951171875,2680.0,2720.60009765625,2543.319091796875,2341099,0.0,0.0
2020-11-27 00:00:00+05:30,2705.0,2717.699951171875,2669.050048828125,2679.64990234375,2505.036865234375,6086808,0.0,0.0
2020-12-01 00:00:00+05:30,2679.0,2735.89990234375,2624.449951171875,2726.800048828125,2549.114501953125,3605017,0.0,0.0
2020-12-02 00:00:00+05:30,2719.0,2754.699951171875,2702.449951171875,2749.550048828125,2570.38232421875,2509032,0.0,0.0
2020-12-03 00:00:00+05:30,2773.89990234375,2773.89990234375,2700.800048828125,2709.449951171875,2532.8955078125,2852548,0.0,0.0
2020-12-04 00:00:00+05:30,2710.800048828125,2738.85009765625,2699.0,2727.550048828125,2549.816162109375,2686527,0.0,0.0
2020-12-07 00:00:00+05:30,2715.0,2744.0,2706.14990234375,2737.699951171875,2559.30419921875,1996400,0.0,0.0
2020-12-08 00:00:00+05:30,2740.0,2805.550048828125,2732.449951171875,2797.300048828125,2615.020751953125,4277818,0.0,0.0
2020-12-09 00:00:00+05:30,2815.0,2840.0,2793.14990234375,2810.800048828125,2627.641357421875,3659996,0.0,0.0
2020-12-10 00:00:00+05:30,2818.0,2827.300048828125,2780.25,2784.300048828125,2602.86767578125,2127801,0.0,0.0
2020-12-11 00:00:00+05:30,2792.699951171875,2807.699951171875,2764.550048828125,2783.60009765625,2602.21337890625,1795408,0.0,0.0
2020-12-14 00:00:00+05:30,2802.0,2804.0,2756.25,2797.699951171875,2615.39453125,2483658,0.0,0.0
2020-12-15 00:00:00+05:30,2786.0,2794.699951171875,2755.0,2761.550048828125,2581.600830078125,2365509,0.0,0.0
2020-12-16 00:00:00+05:30,2779.0,2819.800048828125,2760.449951171875,2814.199951171875,2630.819091796875,2565149,0.0,0.0
2020-12-17 00:00:00+05:30,2811.0,2853.699951171875,2805.0,2838.199951171875,2653.255615234375,2863460,0.0,0.0
2020-12-18 00:00:00+05:30,2868.0,2898.0,2846.199951171875,2861.0,2674.569580078125,6076692,0.0,0.0
2020-12-21 00:00:00+05:30,2861.0,2886.5,2785.0,2820.14990234375,2636.38134765625,2705195,0.0,0.0
2020-12-22 00:00:00+05:30,2834.0,2883.64990234375,2818.64990234375,2872.5,2685.32080078125,2881737,0.0,0.0
2020-12-23 00:00:00+05:30,2876.050048828125,2919.0,2865.449951171875,2908.75,2719.20849609375,2790988,0.0,0.0
2020-12-24 00:00:00+05:30,2909.0,2921.35009765625,2883.199951171875,2909.35009765625,2719.768798828125,1807144,0.0,0.0
2020-12-28 00:00:00+05:30,2910.0,2949.699951171875,2902.0,2929.39990234375,2738.5126953125,2108994,0.0,0.0
2020-12-29 00:00:00+05:30,2920.0,2952.0,2920.0,2930.5,2739.541259765625,1994151,0.0,0.0
2020-12-30 00:00:00+05:30,2934.39990234375,2947.699951171875,2902.0,2909.300048828125,2719.72265625,2637968,0.0,0.0
2020-12-31 00:00:00+05:30,2900.0,2905.0,2845.0,2862.75,2676.2060546875,4040956,0.0,0.0
2021-01-01 00:00:00+05:30,2880.0,2940.0,2879.0,2928.25,2737.43798828125,2681440,0.0,0.0
2021-01-04 00:00:00+05:30,2950.0,3050.75,2940.949951171875,3039.449951171875,2841.39111328125,5113293,0.0,0.0
2021-01-05 00:00:00+05:30,3039.60009765625,3114.25,3039.60009765625,3093.0,2891.4521484375,5801309,0.0,0.0
2021-01-06 00:00:00+05:30,3100.0,3113.5,3037.199951171875,3051.5,2852.65625,3726716,0.0,0.0
2021-01-07 00:00:00+05:30,3075.0,3080.85009765625,3000.25,3032.800048828125,2835.174560546875,3717827,0.0,0.0
2021-01-08 00:00:00+05:30,3090.0,3128.0,3060.0,3120.89990234375,2917.53369140625,5879039,0.0,0.0
2021-01-11 00:00:00+05:30,3230.0,3230.0,3146.550048828125,3176.449951171875,2969.464111328125,9508039,0.0,0.0
2021-01-12 00:00:00+05:30,3176.449951171875,3210.0,3150.0,3174.85009765625,2967.96826171875,3611458,0.0,0.0
2021-01-13 00:00:00+05:30,3175.0,3177.0,3126.25,3158.949951171875,2953.10498046875,3572801,0.0,0.0
2021-01-14 00:00:00+05:30,3155.0,3266.5,3120.39990234375,3250.699951171875,3044.658935546875,6931542,6.0,0.0
2021-01-15 00:00:00+05:30,3235.0,3274.0,3210.0,3233.35009765625,3028.40869140625,4131692,0.0,0.0
2021-01-18 00:00:00+05:30,3250.0,3256.75,3187.39990234375,3221.75,3017.544189453125,4160906,0.0,0.0
2021-01-19 00:00:00+05:30,3233.0,3279.0,3232.0,3260.699951171875,3054.025146484375,2975735,0.0,0.0
2021-01-20 00:00:00+05:30,3270.0,3327.949951171875,3267.10009765625,3308.800048828125,3099.076171875,3453446,0.0,0.0
2021-01-21 00:00:00+05:30,3305.0,3309.14990234375,3262.10009765625,3273.85009765625,3066.342041015625,2778546,0.0,0.0
2021-01-22 00:00:00+05:30,3241.89990234375,3325.0,3241.89990234375,3303.10009765625,3093.73779296875,3052459,0.0,0.0
2021-01-25 00:00:00+05:30,3308.949951171875,3339.800048828125,3278.64990234375,3291.300048828125,3082.685302734375,2272887,0.0,0.0
2021-01-27 00:00:00+05:30,3300.0,3306.449951171875,3227.0,3261.050048828125,3054.3525390625,2786662,0.0,0.0
2021-01-28 00:00:00+05:30,3230.0,3275.0,3183.800048828125,3196.550048828125,2993.94140625,3083938,0.0,0.0
2021-01-29 00:00:00+05:30,3210.050048828125,3216.85009765625,3100.0,3111.35009765625,2914.140869140625,5445659,0.0,0.0
2021-02-01 00:00:00+05:30,3100.0,3165.0,3044.10009765625,3139.35009765625,2940.366943359375,3985846,0.0,0.0
2021-02-02 00:00:00+05:30,3174.0,3224.0,3150.0,3203.449951171875,3000.40380859375,2881837,0.0,0.0
2021-02-03 00:00:00+05:30,3213.0,3236.0,3162.64990234375,3200.050048828125,2997.21923828125,2505866,0.0,0.0
2021-02-04 00:00:00+05:30,3216.050048828125,3237.85009765625,3176.0,3188.449951171875,2986.354736328125,2057261,0.0,0.0
2021-02-05 00:00:00+05:30,3198.949951171875,3205.85009765625,3129.0,3157.949951171875,2957.78759765625,2366135,0.0,0.0
2021-02-08 00:00:00+05:30,3189.5,3226.0,3155.14990234375,3214.10009765625,3010.37890625,2526592,0.0,0.0
2021-02-09 00:00:00+05:30,3195.0,3245.800048828125,3164.0,3176.89990234375,2975.536865234375,2658751,0.0,0.0
2021-02-10 00:00:00+05:30,3185.0,3219.39990234375,3157.300048828125,3213.300048828125,3009.62890625,2127983,0.0,0.0
2021-02-11 00:00:00+05:30,3215.0,3219.300048828125,3185.050048828125,3206.0,3002.791748046875,1165882,0.0,0.0
2021-02-12 00:00:00+05:30,3184.199951171875,3245.5,3182.0,3190.800048828125,2988.5556640625,2777404,0.0,0.0
2021-02-15 00:00:00+05:30,3209.0,3209.0,3131.550048828125,3139.85009765625,2940.8349609375,2630853,0.0,0.0
2021-02-16 00:00:00+05:30,3150.0,3167.64990234375,3100.0,3108.800048828125,2911.7529296875,3435770,0.0,0.0
2021-02-17 00:00:00+05:30,3105.10009765625,3132.85009765625,3045.550048828125,3073.10009765625,2878.31591796875,3678426,0.0,0.0
2021-02-18 00:00:00+05:30,3065.0,3097.89990234375,3031.0,3057.35009765625,2863.56396484375,4189909,0.0,0.0
2021-02-19 00:00:00+05:30,3058.0,3087.14990234375,3016.14990234375,3071.85009765625,2877.14501953125,3725028,0.0,0.0
2021-02-22 00:00:00+05:30,3096.0,3096.0,2943.14990234375,2958.449951171875,2770.932861328125,5366696,0.0,0.0
2021-02-23 00:00:00+05:30,2970.0,3028.0,2968.0,2980.199951171875,2791.3046875,3832829,0.0,0.0
2021-02-24 00:00:00+05:30,2972.0,3003.35009765625,2921.14990234375,2948.10009765625,2761.2392578125,3774549,0.0,0.0
2021-02-25 00:00:00+05:30,2974.0,3029.89990234375,2968.449951171875,2995.300048828125,2805.44677734375,4224073,0.0,0.0
2021-02-26 00:00:00+05:30,2960.0,2972.35009765625,2880.0,2894.300048828125,2710.848876953125,5553153,0.0,0.0
2021-03-01 00:00:00+05:30,2926.0,2965.0,2901.800048828125,2924.199951171875,2738.853271484375,3265871,0.0,0.0
2021-03-02 00:00:00+05:30,2960.0,3025.0,2948.0,3006.35009765625,2815.797119140625,3306469,0.0,0.0
2021-03-03 00:00:00+05:30,3035.0,3064.0,2996.89990234375,3059.10009765625,2865.20361328125,3509857,0.0,0.0
2021-03-04 00:00:00+05:30,3023.0,3081.449951171875,3016.050048828125,3049.699951171875,2856.3984375,3916760,0.0,0.0
2021-03-05 00:00:00+05:30,3016.10009765625,3063.199951171875,2996.60009765625,3008.050048828125,2817.388671875,3203686,0.0,0.0
2021-03-08 00:00:00+05:30,3016.0,3033.0,2996.0,3006.949951171875,2816.358642578125,2003125,0.0,0.0
2021-03-09 00:00:00+05:30,3006.949951171875,3066.89990234375,2992.10009765625,3050.949951171875,2857.570068359375,1942397,0.0,0.0
2021-03-10 00:00:00+05:30,3075.0,3093.199951171875,3060.0,3070.949951171875,2876.3017578125,3053778,0.0,0.0
2021-03-12 00:00:00+05:30,3075.0,3117.0,3041.35009765625,3057.949951171875,2864.12548828125,2938317,0.0,0.0
2021-03-15 00:00:00+05:30,3041.0,3099.0,3041.0,3066.14990234375,2871.806396484375,3097083,0.0,0.0
2021-03-16 00:00:00+05:30,3060.0,3141.0,3060.0,3110.050048828125,2912.923828125,4894756,0.0,0.0
2021-03-17 00:00:00+05:30,3105.0,3155.0,3085.300048828125,3112.949951171875,2915.639892578125,3838390,0.0,0.0
2021-03-18 00:00:00+05:30,3125.949951171875,3146.449951171875,2987.050048828125,3036.5,2844.0361328125,3656306,0.0,0.0
2021-03-19 00:00:00+05:30,3030.0,3099.0,3005.0,3050.199951171875,2856.8671875,5776626,0.0,0.0
2021-03-22 00:00:00+05:30,3048.699951171875,3139.449951171875,3018.64990234375,3129.64990234375,2931.281494140625,2821646,0.0,0.0
2021-03-23 00:00:00+05:30,3140.0,3169.0,3122.85009765625,3142.60009765625,2943.4111328125,3305973,0.0,0.0
2021-03-24 00:00:00+05:30,3111.199951171875,3152.300048828125,3111.14990234375,3121.10009765625,2923.2734375,2207104,0.0,0.0
2021-03-25 00:00:00+05:30,3112.199951171875,3130.85009765625,3050.0,3064.85009765625,2870.588623046875,3179786,0.0,0.0
2021-03-26 00:00:00+05:30,3090.64990234375,3118.0,3043.050048828125,3066.800048828125,2872.415283203125,3697370,0.0,0.0
2021-03-30 00:00:00+05:30,3083.0,3188.449951171875,3060.89990234375,3158.550048828125,2958.349365234375,4694008,0.0,0.0
2021-03-31 00:00:00+05:30,3155.0,3205.0,3132.0,3177.85009765625,2976.4267578125,3530069,0.0,0.0
2021-04-01 00:00:00+05:30,3191.10009765625,3215.0,3145.0,3165.0,2964.390625,4285076,0.0,0.0
2021-04-05 00:00:00+05:30,3171.0,3263.0,3151.0,3238.89990234375,3033.606201171875,5317862,0.0,0.0
2021-04-06 00:00:00+05:30,3275.0,3275.0,3230.0,3264.699951171875,3057.771240234375,2291562,0.0,0.0
2021-04-07 00:00:00+05:30,3259.0,3277.550048828125,3234.800048828125,3271.39990234375,3064.047119140625,2491268,0.0,0.0
2021-04-08 00:00:00+05:30,3270.0,3335.0,3266.050048828125,3317.35009765625,3107.084228515625,2578118,0.0,0.0
2021-04-09 00:00:00+05:30,3354.0,3354.35009765625,3308.0,3322.25,3111.673828125,2911129,0.0,0.0
2021-04-12 00:00:00+05:30,3322.25,3338.10009765625,3213.199951171875,3246.550048828125,3040.77197265625,3791828,0.0,0.0
2021-04-13 00:00:00+05:30,3214.0,3214.0,3073.050048828125,3104.050048828125,2907.303955078125,8654596,0.0,0.0
2021-04-15 00:00:00+05:30,3160.300048828125,3237.25,3087.449951171875,3218.949951171875,3014.921142578125,6062760,0.0,0.0
2021-04-16 00:00:00+05:30,3229.0,3247.0,3182.60009765625,3195.14990234375,2992.63037109375,3224657,0.0,0.0
2021-04-19 00:00:00+05:30,3169.0,3189.0,3135.10009765625,3161.800048828125,2961.394287109375,2679106,0.0,0.0
2021-04-20 00:00:00+05:30,3225.0,3225.35009765625,3126.35009765625,3144.550048828125,2945.237060546875,3141893,0.0,0.0
2021-04-22 00:00:00+05:30,3148.0,3148.0,3105.25,3118.800048828125,2921.11865234375,1988980,0.0,0.0
2021-04-23 00:00:00+05:30,3105.0,3119.0,3091.050048828125,3109.5,2912.40869140625,1615309,0.0,0.0
2021-04-26 00:00:00+05:30,3102.050048828125,3153.0,3088.050048828125,3100.800048828125,2904.2607421875,2490260,0.0,0.0
2021-04-27 00:00:00+05:30,3106.0,3136.10009765625,3103.0,3132.0,2933.483154296875,1471417,0.0,0.0
2021-04-28 00:00:00+05:30,3149.949951171875,3151.0,3112.0,3124.10009765625,2926.083740234375,1639037,0.0,0.0
